camera_id,plant_number,plant_id,plant_uid,capture_datetime,date,days_after_first_image,filename,status,measurement_used,image_measurement_cm,measurement_sd_cm,measurement_qc,bayesian_height_cm,height_95_low_cm,height_80_low_cm,height_median_cm,height_80_high_cm,height_95_high_cm,posterior_sd_cm,growth_cm_day,growth_sd_cm_day,predictive_mean_before_image_cm,predictive_sd_before_image_cm,outlier_posterior_probability,effective_sample_size,detection_confidence,candidate_index,x_top_px,y_top_px,x_root_px,raw_y_root_px,prior_updated_y_root_px,calibration_reference_image,vertical_extrapolation_band_units
C-004,1,P1,C-004_P1,2021-07-02 12:00:00,2021-07-02,0.0,C-004_2021-07-02.JPG,measured,True,55.59931806567383,13.360916279817845,pass,55.432054963920926,29.722238287749384,38.833277048846256,55.41593335729172,72.57156880986456,81.63005474790045,13.320706442735869,1.4787416976624763,5.693623698926834,,,,5000.0,0.8066590428352356,3,196.0240478515625,674.0576782226562,194.9641571044922,807.7465209960938,807.7465209960938,fixed_scale,0.0
C-004,1,P1,C-004_P1,2021-07-11 12:00:00,2021-07-11,9.0,C-004_2021-07-11.JPG,measured,True,88.97736790771484,13.380430940134271,pass,86.16659128095235,51.84814879699979,68.43703871131903,85.84739040647578,105.09612770471016,116.57608512668715,17.18306320827142,2.5378186851469753,3.8311605063507335,69.83293615230404,56.22154722828291,0.05965714065660492,1271.821809658973,0.8043078184127808,3,174.55079650878906,582.8215942382812,186.57391357421875,785.7897338867188,796.7681274414062,fixed_scale,0.0
C-004,1,P1,C-004_P1,2021-07-18 12:00:00,2021-07-18,16.0,C-004_2021-07-18.JPG,measured,True,122.44942616046141,12.936530073382443,pass,120.3965721346947,93.47582743950528,104.0923248925285,120.36850296847605,136.5514432862951,146.31109091023842,14.12431136394453,3.7572816298770944,2.77835223137381,103.54643637539316,43.684131052600165,0.042771085697673294,1915.824981886392,0.8604524731636047,0,185.5214080810547,493.5869140625,198.3486328125,779.2662353515625,788.0171813964844,fixed_scale,0.0
C-004,1,P1,C-004_P1,2021-07-30 12:00:00,2021-07-30,28.0,C-004_2021-07-30.JPG,measured,True,135.26558251156615,12.984507411720863,pass,137.95811592333035,110.77045068032957,120.5544607146775,137.21686008349707,154.859724441934,167.8351889546985,15.47751273704767,2.489865342480635,2.246785768332257,166.56017042249096,50.773985051073815,0.04981304826215553,1523.6402658255142,0.854105532169342,2,177.35032653808594,446.1670837402344,190.052490234375,754.810546875,771.4138641357422,fixed_scale,0.0
C-004,1,P1,C-004_P1,2021-08-06 12:00:00,2021-08-06,35.0,C-004_2021-08-06.JPG,measured,True,134.86911818977356,12.72535170329613,pass,138.03932008133194,113.22729730316524,122.45576026791139,137.70622788208874,153.15174959738988,163.51142422473131,12.949824515037644,1.8020426562341672,2.0671353146301685,154.91755611601226,34.19861063473803,0.03857223506515883,2202.5699493804996,0.8892480134963989,0,182.93177795410156,436.7500305175781,190.7142333984375,750.6731567382812,761.0435104370117,fixed_scale,0.0
C-004,2,P2,C-004_P2,2021-07-02 12:00:00,2021-07-02,0.0,C-004_2021-07-02.JPG,measured,True,48.852390146484375,13.812108954168567,pass,48.96918569443345,22.505705419453932,31.26702359882792,48.977294973301035,66.57521604329601,75.56883522006589,13.726497131661196,1.3891076155889561,5.613698233883019,,,,5000.0,0.7548184394836426,4,261.12603759765625,688.4221801757812,273.3077697753906,805.8880004882812,805.8880004882812,fixed_scale,0.0
C-004,2,P2,C-004_P2,2021-07-11 12:00:00,2021-07-11,9.0,C-004_2021-07-11.JPG,measured,True,84.73919664019775,14.41877162728085,pass,81.78613293436536,44.78207950466723,62.446245590286814,82.28087187405426,101.33005481249596,113.93172251164093,17.87660119305476,2.68597341571592,3.8404771751134006,63.986407685289954,54.90395041365151,0.0605570625714358,1329.834912280219,0.6926374435424805,4,249.00311279296875,585.4940795898438,256.4016418457031,772.61181640625,789.2499084472656,fixed_scale,0.0
C-004,2,P2,C-004_P2,2021-07-18 12:00:00,2021-07-18,16.0,C-004_2021-07-18.JPG,measured,True,118.76756968466186,13.358284560321211,pass,117.27071111597377,88.8941971029707,99.41631444879236,117.8926806626422,133.9492095250137,143.29154336858738,14.579181017109644,3.93384494335553,2.734843403294215,101.29861026699788,43.45927881316774,0.042737551383550156,1993.2985952838328,0.8069769144058228,3,263.5198059082031,498.92352294921875,275.0283508300781,779.7515869140625,784.5007476806641,fixed_scale,0.0
C-004,2,P2,C-004_P2,2021-07-30 12:00:00,2021-07-30,28.0,C-004_2021-07-30.JPG,measured,True,144.0378319716034,13.488306093234526,pass,145.97910122970492,118.0286316889042,128.231384199683,145.84107137095566,163.63862020019164,175.42973022486674,15.426906801662202,3.131683656548951,2.269436550059163,164.866502497996,50.73489331800446,0.047030950616931785,1742.0152716419466,0.7914940714836121,3,261.6812744140625,427.0190124511719,272.2950744628906,762.2166748046875,773.3587112426758,fixed_scale,0.0
C-004,2,P2,C-004_P2,2021-08-06 12:00:00,2021-08-06,35.0,C-004_2021-08-06.JPG,measured,True,133.74362384661103,14.20701044169928,pass,139.72562831615915,112.4666701724093,122.01037701193792,138.89011132387998,157.38370232313972,170.00415969686506,14.909576270522676,2.03901288140819,2.1285057705966395,167.17401310971223,34.73828591610268,0.04776040115503129,1893.2326667157558,0.713439404964447,3,256.6605529785156,444.3190002441406,271.0057678222656,758.4537353515625,765.9062232971191,fixed_scale,0.0
C-004,3,P3,C-004_P3,2021-07-02 12:00:00,2021-07-02,0.0,C-004_2021-07-02.JPG,measured,True,41.732322322509766,12.849374939095378,pass,41.66965293603231,16.320728577403276,25.62632554650556,41.58362358903035,58.23445812582554,66.61908982791839,12.769567298065867,1.5216996966067593,5.613534020650579,,,,5000.0,0.8721646666526794,0,336.85748291015625,703.3905639648438,342.0998229980469,803.7361450195312,803.7361450195312,fixed_scale,0.0
C-004,3,P3,C-004_P3,2021-07-11 12:00:00,2021-07-11,9.0,C-004_2021-07-11.JPG,measured,True,86.77211107043456,13.002571736227976,pass,84.36779779361109,48.72388462270199,67.08627099332976,85.20462600955253,102.34561178636629,112.87403468059078,17.180991286823758,3.8998289285157455,3.5994297137940676,59.0286342416603,53.79310755052266,0.060223151992375684,1184.1863342070021,0.8517339825630188,1,323.6988830566406,584.0905151367188,338.7779541015625,781.7328491210938,792.7344970703125,fixed_scale,0.0
C-004,3,P3,C-004_P3,2021-07-18 12:00:00,2021-07-18,16.0,C-004_2021-07-18.JPG,measured,True,121.08382295178222,12.955528577340846,pass,119.98362066742953,94.00160865083797,103.50281912654879,120.25178575476312,136.6738335384897,145.65902988491055,13.817035438659863,4.533310893962689,2.664992448837888,111.07240802719728,42.82437964747498,0.039506027679895604,2155.2261291569116,0.8579307198524475,1,341.0505676269531,495.4632568359375,350.0556335449219,780.4853515625,786.6099243164062,fixed_scale,0.0
